KEY;KOD;Ülke;Yýl;GFCF (Yatýrým);FDI (Yabancý Yatýrým);CPI (Enflasyon);Unemployment (Ýþsizlik);Current_Account (Cari Denge);Exchange_Rate (Kur);Govt_Exp (Devlet Harcamasý);Pop_Growth (Nüfus Artýþý);Export_GDP (Ýhracat);GDP_Growth (TARGET - Tahmin edilecek sütun);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1961;FRA;France;1961;16282072111;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.93706000393706;EKSÝK VERÝ;1,034468838;15,19788709;4,94642546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_1961;FIN;Finland;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.2000000022;EKSÝK VERÝ;0,705711484;EKSÝK VERÝ;7,604670479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_1961;DEU;Germany;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.03333333636667;EKSÝK VERÝ;0,769854344;EKSÝK VERÝ;4,298439564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1961;GRC;Greece;1961;1140785520;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;30.0000500246667;EKSÝK VERÝ;0,792901847;9,447173649;13,20383861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1961;HUN;Hungary;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,444205979;EKSÝK VERÝ;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1961;IND;India;1961;6181445807;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.7619000037619;EKSÝK VERÝ;2,396427702;4,30358619;3,722742533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1961;IDN;Indonesia;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2,786730505;11,06147628;5,740645823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1961;IRL;Ireland;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.357142999357143;EKSÝK VERÝ;-0,148593694;EKSÝK VERÝ;5,016169115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1961;ISR;Israel;1961;965000000;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-2.7773385032962;0.000179999605382631;EKSÝK VERÝ;3,302448041;EKSÝK VERÝ;11,20389062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1961;ITA;Italy;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;625.000000625;EKSÝK VERÝ;0,668382874;EKSÝK VERÝ;8,207245914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1961;JPN;Japan;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.4;EKSÝK VERÝ;360.000000359;EKSÝK VERÝ;0,896033677;EKSÝK VERÝ;12,04353641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1961;LVA;Latvia;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,483626751;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1961;KOR;Korea, Rep.;1961;283672712,2;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;124.791666666667;EKSÝK VERÝ;2,967243973;4,027731925;6,920387348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1961;MYS;Malaysia;1961;253820372,3;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.06122000206122;EKSÝK VERÝ;2,583738422;48,4713157;7,597994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1961;MEX;Mexico;1961;2199456000;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0125000000125;EKSÝK VERÝ;3,124310062;8,412485876;5,000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1961;MAR;Morocco;1961;229133799,3;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;5.06049000406049;EKSÝK VERÝ;2,599499115;21,75397217;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1961;NLD;Netherlands;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.65000000265;EKSÝK VERÝ;1,315294588;EKSÝK VERÝ;0,295546673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1961;NZL;New Zealand;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.715514156084816;EKSÝK VERÝ;1,999440499;EKSÝK VERÝ;3,315649655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1961;PAK;Pakistan;1961;538639227,2;EKSÝK VERÝ;#YOK;EKSÝK VERÝ;EKSÝK VERÝ;4.7619000037619;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1961;PHL;Philippines;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2.01999798408241;EKSÝK VERÝ;3,17829225;EKSÝK VERÝ;5,69547095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1961;POL;Poland;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0003999999999;EKSÝK VERÝ;1,095789675;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1961;RUS;Russian Federation;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,110601836;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1961;SAU;Saudi Arabia;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.5000000035;EKSÝK VERÝ;3,666213991;EKSÝK VERÝ;11,87685108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_1961;SVN;Slovenia;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,592102461;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_1961;SVK;Slovak Republic;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2,992367593;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_1961;ZAF;South Africa;1961;1551199380;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2.92867981907739;0.714285999714286;EKSÝK VERÝ;2,806110087;25,3414264;3,844734142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_1961;ESP;Spain;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;60.000000059;EKSÝK VERÝ;0,929015535;EKSÝK VERÝ;11,83867419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_1961;SWE;Sweden;1961;5052775022;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;5.17321000417321;EKSÝK VERÝ;0,471081377;20,40535877;5,681292828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_1961;CHE;Switzerland;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.37295000337295;EKSÝK VERÝ;1,978615059;EKSÝK VERÝ;8,108672211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_1961;THA;Thailand;1961;394853559,9;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;21.0584395780868;EKSÝK VERÝ;2,930692345;17,33547566;5,362146302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_1961;GBR;United Kingdom;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.357142999357143;EKSÝK VERÝ;0,760459939;EKSÝK VERÝ;2,701314193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_1961;USA;United States;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;6.7;EKSÝK VERÝ;1;EKSÝK VERÝ;1,657730037;EKSÝK VERÝ;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_1961;ISL;Iceland;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.400833333308829;EKSÝK VERÝ;1,948719743;EKSÝK VERÝ;-0,074183976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_1961;CZE;Czechia;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-0,160042501;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1961;PRT;Portugal;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;28.75000002875;EKSÝK VERÝ;0,805085264;EKSÝK VERÝ;5,534903476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1961;NGA;Nigeria;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.714285999714286;EKSÝK VERÝ;2,055204648;EKSÝK VERÝ;0,19179549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1961;TUR;Turkiye;1961;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;9.02E-06;EKSÝK VERÝ;2,748134199;5,146036161;1,156069385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1962;AFG;Afghanistan;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;17.1965606878624;EKSÝK VERÝ;2,044522836;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1962;AUS;Australia;1962;5934880950;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.892856999892857;EKSÝK VERÝ;2,440639401;13,89762012;1,296931772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1962;ARG;Argentina;1962;3984872576;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,656840891;4,691842759;-0,852021522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1962;AUT;Austria;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;26.000000025;EKSÝK VERÝ;0,612895848;EKSÝK VERÝ;2,648675113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_1962;BGD;Bangladesh;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2,903940645;10,74675128;5,45303097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1962;BEL;Belgium;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;50.000000049;EKSÝK VERÝ;0,398054787;EKSÝK VERÝ;5,212003509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_1962;BRA;Brazil;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.67764155487091E-13;EKSÝK VERÝ;2,98413179;4,008478718;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_1962;CAN;Canada;1962;9191900990;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-2.55226401229284;1.06876922408333;EKSÝK VERÝ;1,859888233;17,57222456;7,427837364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_1962;CHN;China;1962;7307599408;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2.46180889882528;EKSÝK VERÝ;0,820455549;3,181878092;-5,57999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_1962;CHL;Chile;1962;871505671,1;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.00105763578898984;EKSÝK VERÝ;2,048085182;11,08606453;3,930784791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_1962;COL;Colombia;1962;932805367,2;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;6.96166666666667;EKSÝK VERÝ;3,082292239;12,22350581;5,411889613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1962;EGY;Egypt, Arab Rep.;1962;610647013,9;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.40448912538026;EKSÝK VERÝ;2,632052155;15,05238008;3,875616724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_1962;EST;Estonia;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,34156956;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_1962;DNK;Denmark;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;6.90714000590714;EKSÝK VERÝ;0,778454922;EKSÝK VERÝ;5,666822173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1962;FRA;France;1962;18127020199;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.93706000393706;EKSÝK VERÝ;1,004279689;13,93695779;6,856264645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_1962;FIN;Finland;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.2000000022;EKSÝK VERÝ;0,6799954;EKSÝK VERÝ;2,981945536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_1962;DEU;Germany;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.000000003;EKSÝK VERÝ;0,879431692;EKSÝK VERÝ;4,623470957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1962;GRC;Greece;1962;1313000562;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;30.000000029;EKSÝK VERÝ;0,595777103;8,317884833;0,36481229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1962;HUN;Hungary;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,327217725;EKSÝK VERÝ;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1962;IND;India;1962;6731666153;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.7619000037619;EKSÝK VERÝ;2,371829249;4,168975283;2,931127735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1962;IDN;Indonesia;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2,806984218;5,168152198;1,841977702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1962;IRL;Ireland;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.357142999357143;EKSÝK VERÝ;0,411628632;EKSÝK VERÝ;3,216444427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1962;ISR;Israel;1962;850000000;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.000289999364288684;EKSÝK VERÝ;4,824517533;EKSÝK VERÝ;10,15611722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1962;ITA;Italy;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;625.000000625;EKSÝK VERÝ;0,67662299;EKSÝK VERÝ;6,203650458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1962;JPN;Japan;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.3;EKSÝK VERÝ;360.000000359;EKSÝK VERÝ;0,929166208;EKSÝK VERÝ;8,908972996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1962;LVA;Latvia;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,333809317;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1962;KOR;Korea, Rep.;1962;389230769,2;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;130;EKSÝK VERÝ;2,859320812;3,863945578;3,921757738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1962;MYS;Malaysia;1962;316213797,1;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.06122000206122;EKSÝK VERÝ;2,607993325;46,0421087;6,421029609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1962;MEX;Mexico;1962;2351008000;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0125000000125;EKSÝK VERÝ;3,217865204;8,569105263;4,664414673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1962;MAR;Morocco;1962;250410513,6;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;5.06049000406049;EKSÝK VERÝ;2,663113414;18,02026579;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1962;NLD;Netherlands;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.62000000262;EKSÝK VERÝ;1,424475067;EKSÝK VERÝ;6,843507321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1962;NZL;New Zealand;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.719193999719194;EKSÝK VERÝ;2,542112124;EKSÝK VERÝ;3,080873453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1962;PAK;Pakistan;1962;622637547,2;EKSÝK VERÝ;#YOK;EKSÝK VERÝ;EKSÝK VERÝ;4.7619000037619;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1962;PHL;Philippines;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.72785157761872;EKSÝK VERÝ;3,182005086;EKSÝK VERÝ;4,846294189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1962;POL;Poland;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0003999999999;EKSÝK VERÝ;1,143154014;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1962;RUS;Russian Federation;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,111455211;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1962;SAU;Saudi Arabia;1962;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.5000000035;EKSÝK VERÝ;3,674719988;EKSÝK VERÝ;11,92265957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
